example_id,poison,n_words,base_ppl,score_span1_abs,score_spanmax_abs,score_spanmax_rel,top_span_max
alpaca-23595,0,10,58.9140,-24.885773,32.147045,0.545661,"common slangs used among teenagers."
alpaca-14307,0,8,150.3475,31.691246,31.691246,0.210787,"Peter"
alpaca-37744,0,10,88.2405,31.589691,31.589691,0.357995,"posting"
alpaca-16448,0,14,101.4475,-2.009460,31.542213,0.310922,"Technical Writer | Company XYZ"
alpaca-00074,0,18,68.9238,20.147461,31.387699,0.455397,"Aim to"
alpaca-08572,0,7,127.1510,30.798477,30.798477,0.242220,"weekly"
alpaca-03238,0,11,103.5269,30.638596,30.638596,0.295948,"Explain"
alpaca-02511,0,23,84.2137,16.853828,29.994091,0.356166,"questionOutput a response of"
alpaca-26791,0,11,147.8803,-13.613205,29.757736,0.201229,"List three"
alpaca-41191,0,17,109.8365,29.402145,29.402145,0.267690,"their"
alpaca-42513,0,9,123.4245,27.189133,27.189133,0.220290,"popular"
alpaca-46991,0,6,88.4989,-91.086121,26.920757,0.304193,"List the"
alpaca-42596,0,10,102.4092,26.678947,26.678947,0.260513,"the"
alpaca-19792,0,11,127.3770,-16.554550,26.580574,0.208676,"Food delivery apps"
alpaca-33886,0,11,77.3582,5.116287,26.542480,0.343111,"List four"
alpaca-09475,0,9,66.4597,12.684868,26.178066,0.393894,"6 types of physical sports."
alpaca-44800,0,12,85.3436,25.970177,25.970177,0.304301,"out"
alpaca-21695,0,10,60.8215,14.188049,25.797554,0.424152,"slide  blue  jet"
alpaca-02089,0,14,102.3567,-7.144638,25.711555,0.251196,"almonds and orange juice"
alpaca-30535,0,10,77.0447,25.559139,25.559139,0.331744,"financial"
alpaca-44139,0,10,129.0915,-34.481995,25.341362,0.196305,"in Spotify"
alpaca-46543,0,14,85.9680,24.729469,24.729469,0.287659,"input"
alpaca-30414,0,18,105.4354,24.728088,24.728088,0.234533,"|"
alpaca-25287,0,11,82.7430,9.354019,23.551060,0.284629,"fog  tree  volcano  pen."
alpaca-38745,0,10,125.2154,23.364784,23.364784,0.186597,"digital"
alpaca-19525,0,9,79.0157,-24.939850,23.307583,0.294974,"common grounds in negotiation?"
alpaca-11472,0,7,192.0051,23.299759,23.299759,0.121350,"meaningful"
alpaca-45543,0,10,73.3914,22.647865,22.647865,0.308590,"punny"
alpaca-47037,0,17,80.6017,21.905968,21.905968,0.271781,"neutral"
alpaca-25825,0,12,123.9510,21.598732,21.598732,0.174252,"problematic"
alpaca-23589,0,11,103.9412,21.577042,21.577042,0.207589,"solving"
alpaca-09212,0,7,83.5391,-67.986351,21.441689,0.256666,"Oslo  Norway?"
alpaca-35543,0,7,45.4029,18.259901,21.056406,0.463768,"Identify significant events that"
alpaca-39227,0,11,84.5480,20.762341,20.762341,0.245569,"meaningful"
alpaca-26278,0,14,140.0743,-15.627869,20.588173,0.146980,"insert a"
alpaca-15383,0,7,168.8428,20.482864,20.482864,0.121313,"Name"
alpaca-39662,0,12,94.6851,20.299271,20.299271,0.214387,"advancements"
alpaca-34980,0,13,101.2218,2.941780,20.159874,0.199165,"Write a question"
alpaca-49577,0,7,175.5708,19.955139,19.955139,0.113659,"currently"
alpaca-34142,0,12,57.6353,0.912975,19.786224,0.343301,"I wanna use the elevator."
alpaca-05197,0,9,112.8834,19.350685,19.350685,0.171422,"holding"
alpaca-11192,0,8,46.8995,19.289110,19.289110,0.411286,"'Sea'."
alpaca-07116,0,15,67.1864,18.799252,18.799252,0.279807,"creative"
alpaca-37595,0,17,83.6734,-0.664467,18.657135,0.222976,"contaianed hundreds of art peices."
alpaca-22488,0,10,99.1351,5.793472,18.599030,0.187613,"custom gaming"
alpaca-06940,0,9,64.3917,18.549839,18.549839,0.288078,"Flee"
alpaca-21182,0,14,51.9800,-10.121239,18.326790,0.352574,"and complex-multi word"
alpaca-20920,0,13,70.5334,-3.256744,18.168060,0.257581,"A cat obsessed with astronomy"
alpaca-06953,0,6,99.2925,18.160912,18.160912,0.182903,"simple"
alpaca-21658,0,13,82.0208,18.043301,18.043301,0.219984,"stronger"
alpaca-05448,0,12,113.7813,13.052010,17.760475,0.156093,"about civic duty"
alpaca-23693,0,19,41.8646,5.660057,17.751022,0.424010,"of your"
alpaca-02692,0,14,43.3132,4.242218,17.701319,0.408682,"decline of wild bee species"
alpaca-18323,0,7,121.0685,-166.442245,17.539391,0.144872,"Trace the"
alpaca-07173,0,16,25.8735,7.675987,17.485466,0.675807,"Answer the question"
alpaca-10455,0,14,62.3592,17.399937,17.399937,0.279028,"an"
alpaca-36131,0,15,63.2872,17.110699,17.110699,0.270366,"Providence"
alpaca-18781,0,10,88.4495,12.921364,17.021500,0.192443,"five-word sentences that provide"
alpaca-08179,0,16,57.5958,2.462063,16.842594,0.292428,"of a city]"
alpaca-29519,0,16,106.2943,16.832008,16.832008,0.158353,"sharp"
alpaca-24127,0,26,55.1834,15.188812,16.771263,0.303919,"has a analogy structure and"
alpaca-36074,0,9,57.6196,9.344051,16.478329,0.285985,"deep learning."
alpaca-14901,0,11,90.9260,16.451859,16.451859,0.180937,"expensive"
alpaca-20255,0,9,137.2228,5.020798,16.280830,0.118645,"Name two"
alpaca-22415,0,19,43.1530,1.760399,15.841702,0.367106,"This house overlooking the lake"
alpaca-45906,0,14,34.0254,15.745991,15.745991,0.462771,"\<noinput>"
alpaca-15993,0,11,47.0634,15.631517,15.631517,0.332137,"Joy"
alpaca-10694,0,10,44.4065,15.564528,15.564528,0.350501,"humorous"
alpaca-41040,0,10,71.2541,15.507591,15.507591,0.217638,"new"
alpaca-48776,0,7,107.3736,-32.436455,15.486755,0.144232,"Provide two factual"
alpaca-19462,0,10,63.0070,15.153545,15.153545,0.240506,"targeted"
alpaca-41515,0,11,73.4677,-8.053337,15.097122,0.205493,"Given a website URL "
alpaca-47235,0,17,36.2957,15.087341,15.087341,0.415678,"'Giorno's'."
alpaca-26239,0,17,50.8286,15.002926,15.002926,0.295167,"structured"
alpaca-34715,0,15,101.7065,14.865669,14.865669,0.146162,"economical"
alpaca-08363,0,9,392.9075,-102.312134,14.811432,0.037697,"Offer one"
alpaca-07923,0,24,55.8325,6.538475,14.797390,0.265032,"its content. Output"
alpaca-30003,0,16,31.4591,10.649200,14.735548,0.468404,"given landscape"
alpaca-12729,0,9,42.7267,-0.588776,14.646908,0.342804,"List three"
alpaca-49299,0,11,46.9860,0.887863,14.529907,0.309239,"No input."
alpaca-38239,0,9,43.1687,-27.373631,14.381378,0.333144,"hot-air balloons and helicopters?"
alpaca-25383,0,19,44.7615,10.728737,14.376509,0.321180,"three new lines for"
alpaca-00388,0,9,58.6959,14.273663,14.273663,0.243180,"a"
alpaca-21524,0,26,35.3190,2.813091,14.123226,0.399876,"of three clauses"
alpaca-14498,0,15,50.6542,8.564808,14.045170,0.277276,"Name 3"
alpaca-43877,0,12,48.8295,13.897060,13.897060,0.284604,"The"
alpaca-22225,0,19,44.9115,13.601894,13.601894,0.302860,"noinput"
alpaca-14728,0,16,27.5835,2.893700,13.516514,0.490022,"A shared workspace"
alpaca-15894,0,20,50.4084,13.372925,13.372925,0.265291,"difficult"
alpaca-33909,0,15,43.9835,7.187321,13.338945,0.303272,"'Important Meeting.'"
alpaca-18712,0,19,83.7547,-8.352234,13.308327,0.158896,"appropriate and related"
alpaca-05765,0,9,44.8398,13.253359,13.253359,0.295572,"great"
alpaca-40869,0,12,90.5029,13.129501,13.129501,0.145073,"Saudi"
alpaca-27185,0,14,55.5942,6.077217,13.109447,0.235806,"reputable global"
alpaca-40947,0,10,57.6561,13.039726,13.039726,0.226164,"Grand"
alpaca-51173,0,16,64.4448,1.448242,12.940731,0.200803,"Suggest two"
alpaca-36577,0,12,34.2193,6.817348,12.899824,0.376975,"Find the current"
alpaca-42076,0,13,83.8067,-20.320351,12.859802,0.153446,"'she drive to work'."
alpaca-05675,0,7,367.3226,12.790588,12.790588,0.034821,"new"
alpaca-30895,0,13,99.8315,12.766510,12.766510,0.127881,"machine"
alpaca-07839,0,7,74.9252,-36.002892,12.568584,0.167748,"Crick–Watson model."
alpaca-00449,0,7,74.4912,12.565212,12.565212,0.168681,"poem"
alpaca-30974,0,16,49.4768,4.386925,12.514400,0.252935,"given occasion You attended my"
alpaca-19910,0,15,40.8691,4.616222,12.380812,0.302938,"fuzzy orange"
alpaca-15669,0,13,88.9569,12.318192,12.318192,0.138474,"thousand"
alpaca-21219,0,14,40.6721,10.646446,12.284164,0.302030,"Search online and"
alpaca-05849,0,10,64.9256,-5.123032,12.237553,0.188486,"creative life."
alpaca-47034,0,18,31.6620,3.021738,12.165691,0.384236,"Assign an appropriate numerical"
alpaca-00876,0,14,104.1342,6.885696,12.101418,0.116210,"of going car-less"
alpaca-39080,0,14,40.4818,4.240311,12.061783,0.297956,"technology company who creates products"
alpaca-32587,0,13,44.4500,12.044071,12.044071,0.270958,"banking"
alpaca-14947,0,15,106.2660,11.971458,11.971458,0.112656,"steps"
alpaca-26850,0,10,127.9832,11.963867,11.963867,0.093480,"following"
alpaca-36110,0,13,36.9172,-4.283401,11.754776,0.318409,"Explain the context of the"
alpaca-06444,0,12,72.5853,11.721977,11.721977,0.161493,"five"
alpaca-15871,0,16,34.8329,11.381460,11.701824,0.335941,"August twenty-third"
alpaca-36910,0,10,67.9065,-5.960518,11.502125,0.169382,"No input"
alpaca-06321,0,9,73.0859,11.468605,11.468605,0.156920,"Asian"
alpaca-43197,0,19,25.8061,4.910082,11.297685,0.437791,"true. Boolean variable : x"
alpaca-16829,0,17,65.0728,11.087509,11.087509,0.170386,"bubbly"
alpaca-51260,0,8,64.3795,11.059647,11.059647,0.171788,"primary"
alpaca-15302,0,20,45.2954,0.798248,11.031910,0.243555,"Find all the same sounding"
alpaca-14839,0,8,430.5416,11.000824,11.000824,0.025551,"detailed"
alpaca-32746,0,13,32.6971,10.938118,10.938118,0.334529,"N/A"
alpaca-04476,0,15,21.5912,4.508514,10.885986,0.504186,"Generate the quivalent hexadecimal"
alpaca-31955,0,14,90.1107,10.712448,10.712448,0.118881,"evening"
alpaca-46414,0,20,70.8186,10.539558,10.539558,0.148825,"project"
alpaca-22026,0,17,31.2719,-2.163679,10.377495,0.331847,"words under"
alpaca-43485,0,16,46.6592,6.700932,10.250938,0.219698,"follows ABCB rhyme scheme and"
alpaca-02477,0,12,33.1752,6.774572,10.194052,0.307279,"the 'instruction' stage in"
alpaca-13955,0,19,32.3137,10.139351,10.139351,0.313778,"reviewed"
alpaca-43438,0,10,51.8831,10.135250,10.135250,0.195348,"'BigText'"
alpaca-14329,0,12,35.1404,10.134171,10.134171,0.288391,"hardworking"
alpaca-01019,0,16,26.1152,-0.605526,10.010511,0.383321,"Actor: Will Smith"
alpaca-10265,0,12,62.9383,-48.662643,9.937397,0.157891,"but feasible"
alpaca-43405,0,10,99.2619,-12.070236,9.803123,0.098760,"Find and"
alpaca-21401,0,8,41.7007,-24.327427,9.610809,0.230471,"Create a math problem using"
alpaca-41976,0,19,25.7841,5.126192,9.570612,0.371183,"Level up the following sample"
alpaca-31088,0,20,114.8485,-1.407112,9.552132,0.083172,"communicates its"
alpaca-17218,0,14,35.5671,1.147690,9.496216,0.266995,"Processing incoming orders"
alpaca-51915,0,19,58.9988,3.608341,9.464714,0.160422,"Curate a new"
alpaca-16531,0,15,44.4765,-2.287853,9.458267,0.212658,"Cup  Car  Carrot  Shirt"
alpaca-38437,0,17,56.4184,9.453472,9.453472,0.167560,"applies"
alpaca-06959,0,8,93.1949,-149.361656,9.347359,0.100299,"Generate set of"
alpaca-21322,0,15,29.4949,9.312551,9.312551,0.315735,"pineapple"
alpaca-26599,0,13,24.2216,-4.320944,9.286036,0.383378,"'He finishes the report quickly.'"
alpaca-35467,0,14,42.5370,9.191742,9.191742,0.216088,"main"
alpaca-22907,0,10,35.6760,0.852116,9.179358,0.257298,"(proliferate  precipitation  embrace)"
alpaca-44953,0,18,34.4023,9.176540,9.176540,0.266742,"useful"
alpaca-48790,0,12,63.4818,-0.269920,9.127045,0.143774,"Write a"
alpaca-51092,0,14,33.2925,8.756802,8.756802,0.263026,"hello"
alpaca-39272,0,18,33.2097,-4.706181,8.582792,0.258442,"venues < noinput >"
alpaca-07727,0,8,52.6669,-19.894588,8.570179,0.162724,"online payments?"
alpaca-03809,0,24,34.4093,0.509155,8.527851,0.247835,"their newest rumors of"
alpaca-14859,0,10,80.5813,-53.654938,8.521217,0.105747,"situation when candor is expected."
alpaca-00138,0,12,52.3842,8.480350,8.480350,0.161888,"Mid"
alpaca-28408,0,14,80.7588,-12.607178,8.473534,0.104924,"mobile phone"
alpaca-24041,0,8,82.4960,-100.300987,8.444489,0.102362,"Explain how a computer"
alpaca-04566,0,12,61.3317,8.180317,8.180317,0.133378,"Sake"
alpaca-11202,0,16,58.2047,8.147438,8.147438,0.139979,"marketing"
alpaca-35304,0,10,28.1884,8.059471,8.059471,0.285915,"jobs"
alpaca-31879,0,9,65.9878,-10.247078,8.054302,0.122057,"a rap based"
alpaca-37477,0,11,63.7939,6.193989,8.039097,0.126017,"Name the theme behind the"
alpaca-29537,0,22,48.4963,7.964035,7.964035,0.164219,"input"
alpaca-14942,0,10,24.8546,7.940357,7.940357,0.319472,"pattern"
alpaca-31549,0,14,49.7355,7.868446,7.868446,0.158206,"poem"
alpaca-28771,0,20,84.5063,-3.717590,7.847214,0.092859,"student achievements"
alpaca-39273,0,14,36.1771,2.324444,7.828678,0.216399,"< noinput >"
alpaca-13319,0,11,44.0519,7.795486,7.795486,0.176961,"logic"
alpaca-28156,0,11,77.2822,-12.907097,7.727051,0.099985,"ABC Advertising"
alpaca-03260,0,14,34.4762,-7.427311,7.589930,0.220150,"Generate a"
alpaca-01462,0,8,50.1150,7.557087,7.557087,0.150795,"primary"
alpaca-24546,0,12,39.5775,7.329334,7.329334,0.185189,"vocabulary"
alpaca-24668,0,11,55.1545,-9.464001,7.189526,0.130353,"your Mother Nature'."
alpaca-33852,0,13,96.9190,-52.471443,7.163940,0.073917,"effect of"
alpaca-28928,0,11,36.0038,4.413836,7.050114,0.195816,"Particle Physics: An Overview"
alpaca-47897,0,8,89.6812,-79.884979,6.930244,0.077276,"Suggest 4"
alpaca-12093,0,11,37.6229,-6.997093,6.882710,0.182940,"Explain why the"
alpaca-23850,0,19,31.5337,-1.112806,6.861467,0.217591,"Character: Student Objective: Get a"
alpaca-23390,0,15,45.6107,0.826038,6.720585,0.147347,"Create a"
alpaca-35734,0,11,21.4882,6.614866,6.614866,0.307837,"key"
alpaca-32787,0,13,35.6554,4.406551,6.557840,0.183923,"what is"
alpaca-51806,0,23,15.7616,0.293864,6.443563,0.408813,"Get the assistant to"
alpaca-49512,0,13,33.8425,6.413149,6.413149,0.189500,"environmentally-friendly"
alpaca-37524,0,10,48.2483,-8.925667,6.397507,0.132595,"reply to this tweet."
alpaca-07799,0,9,112.4986,6.384415,6.384415,0.056751,"Friday"
alpaca-37251,0,15,31.4581,-3.255875,6.334671,0.201369,"No Input"
alpaca-11451,0,17,46.8811,6.277805,6.277805,0.133909,"green"
alpaca-30805,0,22,40.8170,0.599304,6.242455,0.152938,"The most auspicious occurrence"
alpaca-31898,0,14,65.6577,6.209423,6.209423,0.094573,"behavior"
alpaca-02010,0,11,25.8602,6.151936,6.151936,0.237892,"evaluate"
alpaca-11896,0,21,58.2882,6.067181,6.067181,0.104089,"dangerous"
alpaca-21005,0,15,55.4284,-13.904930,6.019970,0.108608,"Exploration & Discovery"
alpaca-16737,0,17,38.8161,6.013966,6.013966,0.154935,"climate."
alpaca-18397,0,18,36.7101,2.993469,5.972225,0.162686,"The sandwich tastes surprisingly good."
alpaca-11448,0,28,47.0882,0.886951,5.966885,0.126717,"in Paris"
alpaca-13201,0,10,49.2981,5.921379,5.921379,0.120114,"natural"
alpaca-51559,0,15,41.7573,5.864384,5.864384,0.140440,"creative"
alpaca-32864,0,22,11.9696,-2.269485,5.825980,0.486730,"Identify the incorrect"
alpaca-20397,0,13,70.4433,5.824860,5.824860,0.082689,"emotive"
alpaca-07312,0,10,35.9455,5.746786,5.746786,0.159875,"interesting"
alpaca-16454,0,16,35.2107,1.201424,5.689877,0.161595,"Healthcare information technology"
alpaca-47242,0,13,41.1696,5.563057,5.563057,0.135125,"simple"
alpaca-39582,0,10,31.5529,-14.884802,5.558002,0.176149,"Find a fairytale that is"
alpaca-36608,0,13,25.0174,5.494234,5.494234,0.219616,"Democrat"
alpaca-08609,0,10,38.5450,-24.737820,5.404415,0.140211,"automated driving."
alpaca-05093,0,16,42.1389,5.388348,5.388348,0.127871,"a"
alpaca-10408,0,12,39.8940,1.571918,5.369133,0.134585,"dogs barked'."
alpaca-03035,0,10,39.1613,5.313873,5.313873,0.135692,"decision."
alpaca-28263,0,19,57.2424,-2.720547,5.258728,0.091868,"of Monado"
alpaca-39500,0,10,22.3146,-35.496355,5.247095,0.235142,"Write a"
alpaca-20126,0,19,12.3338,1.205890,5.140157,0.416753,"Answer the trivia question:"
alpaca-34354,0,15,23.7563,5.090076,5.090076,0.214262,"andstate"
alpaca-16661,0,14,17.5378,5.088527,5.088527,0.290146,"abc"
alpaca-34071,0,16,14.7250,-1.838247,5.053714,0.343207,"Write a few lines of"
alpaca-40906,0,20,43.6942,5.041016,5.041016,0.115370,"exact"
alpaca-40271,0,9,84.0568,5.036659,5.036659,0.059920,"Knowledge"
alpaca-03714,0,18,65.7805,4.945053,4.945053,0.075175,"prompt"
alpaca-06070,0,10,82.4687,-17.527435,4.905968,0.059489,"computer processors?"
alpaca-50184,0,20,54.8394,4.890259,4.890259,0.089174,"native"
alpaca-13097,0,26,37.2356,0.233471,4.859325,0.130502,"Re-read the"
alpaca-26882,0,15,33.7208,4.856146,4.856146,0.144010,"first"
alpaca-04736,0,11,25.6554,-1.673777,4.836697,0.188525,"randomly selected values."
alpaca-06147,0,15,39.5817,-4.166721,4.792362,0.121075,"Identify the"
alpaca-22545,0,15,25.3951,3.596125,4.789064,0.188582,"Strept throat"
alpaca-03780,0,19,70.9141,4.755295,4.755295,0.067057,"the"
alpaca-49001,0,16,20.4564,-1.185968,4.749015,0.232153,"Orange  Blue  Gray"
alpaca-31445,0,23,33.2018,4.717098,4.717098,0.142074,"effective"
alpaca-49963,0,10,75.7034,-76.469292,4.706245,0.062167,"a company"
alpaca-06455,0,17,21.8736,4.570633,4.570633,0.208957,"haiku"
alpaca-19211,0,21,21.5519,4.525356,4.525356,0.209975,"word"
alpaca-13994,0,23,40.7428,4.515194,4.515194,0.110822,"main"
alpaca-34907,0,11,28.6636,-4.531483,4.509470,0.157324,"'Finding Adventure'."
alpaca-14176,0,25,39.2189,4.504055,4.504055,0.114844,"input"
alpaca-50418,0,20,29.2321,4.467451,4.467451,0.152827,"given"
